Folder,Filename,Type,Size (KB),Source
D:/DNQT/web-dnqt/members\A044,A030_KHẮC THỊ LỰU_w1024.webp,.webp,159.55,Transformed
D:/DNQT/web-dnqt/members\A044,fb.jpg,.jpg,58.54,Original
D:/DNQT/web-dnqt/members\A044,fb_w1024.webp,.webp,64.97,Transformed
D:/DNQT/web-dnqt/members\A044,HJvsj.jpg,.jpg,191.67,Original
D:/DNQT/web-dnqt/members\A044,HJvsj_w1024.webp,.webp,53.82,Transformed
D:/DNQT/web-dnqt/members\A044,image.jpg,.jpg,194.92,Original
D:/DNQT/web-dnqt/members\A044,image_w1024.webp,.webp,53.14,Transformed
D:/DNQT/web-dnqt/members\A045,6CCtI.jpg,.jpg,174.4,Original
D:/DNQT/web-dnqt/members\A045,6CCtI_w1024.webp,.webp,38.31,Transformed
D:/DNQT/web-dnqt/members\A045,A031_VÕ TIẾN LÂM.png,.png,167.36,Original
D:/DNQT/web-dnqt/members\A045,A031_VÕ TIẾN LÂM_w1024.webp,.webp,64.19,Transformed
D:/DNQT/web-dnqt/members\A045,dddb5e57-b0c3-45c6-9c57-0e776005e053-removebg-preview.png,.png,69.5,Original
D:/DNQT/web-dnqt/members\A045,dddb5e57-b0c3-45c6-9c57-0e776005e053-removebg-preview_w1024.webp,.webp,19.96,Transformed
D:/DNQT/web-dnqt/members\A045,dddb5e57-b0c3-45c6-9c57-0e776005e053.jpg,.jpg,20.61,Original
D:/DNQT/web-dnqt/members\A045,dddb5e57-b0c3-45c6-9c57-0e776005e053_w1024.webp,.webp,43.67,Transformed
D:/DNQT/web-dnqt/members\A045,thuanthienphat.png,.png,277.89,Original
D:/DNQT/web-dnqt/members\A045,thuanthienphat_w1024.webp,.webp,27.5,Transformed
D:/DNQT/web-dnqt/members\A045,thuanthienphat0.png,.png,350.71,Original
D:/DNQT/web-dnqt/members\A045,thuanthienphat0_w1024.webp,.webp,26.14,Transformed
D:/DNQT/web-dnqt/members\A046,A032_ĐẶNG THỊ YẾN.png,.png,397.46,Original
D:/DNQT/web-dnqt/members\A046,A032_ĐẶNG THỊ YẾN_w1024.webp,.webp,54.13,Transformed
D:/DNQT/web-dnqt/members\A046,grfood_H128.png,.png,48.69,Original
D:/DNQT/web-dnqt/members\A046,grfood_H128_w1024.webp,.webp,32.12,Transformed
D:/DNQT/web-dnqt/members\A046,grfood_H128.webp,.webp,7.67,Original
D:/DNQT/web-dnqt/members\A046,grfood_H128_w1024.webp,.webp,32.25,Transformed
D:/DNQT/web-dnqt/members\A047,6fa1ae47-3332-4fd9-a7a3-7d30791f1b93-removebg-preview.png,.png,215.56,Original
D:/DNQT/web-dnqt/members\A047,6fa1ae47-3332-4fd9-a7a3-7d30791f1b93-removebg-preview_w1024.webp,.webp,27.71,Transformed
D:/DNQT/web-dnqt/members\A047,6fa1ae47-3332-4fd9-a7a3-7d30791f1b93.jpg,.jpg,55.49,Original
D:/DNQT/web-dnqt/members\A047,6fa1ae47-3332-4fd9-a7a3-7d30791f1b93_w1024.webp,.webp,37.11,Transformed
D:/DNQT/web-dnqt/members\A047,logo-vietduchome-01.webp,.webp,5.19,Original
D:/DNQT/web-dnqt/members\A047,logo-vietduchome-01_w1024.webp,.webp,23.29,Transformed
D:/DNQT/web-dnqt/members\A047,Screenshot 2026-03-18 142553.png,.png,38.03,Original
D:/DNQT/web-dnqt/members\A047,Screenshot 2026-03-18 142553_w1024.webp,.webp,16.26,Transformed
D:/DNQT/web-dnqt/members\A048,A034_PHAN VĂN ĐAN HUYỀN.png,.png,404.97,Original
D:/DNQT/web-dnqt/members\A048,A034_PHAN VĂN ĐAN HUYỀN_w1024.webp,.webp,45.12,Transformed
D:/DNQT/web-dnqt/members\A048,Screenshot 2026-03-18 144244.png,.png,30.88,Original
D:/DNQT/web-dnqt/members\A048,Screenshot 2026-03-18 144244_w1024.webp,.webp,11.78,Transformed
D:/DNQT/web-dnqt/members\A049,A035_HOÀNG ĐỨC NAM.png,.png,242.18,Original
D:/DNQT/web-dnqt/members\A049,A035_HOÀNG ĐỨC NAM_w1024.webp,.webp,62.43,Transformed
D:/DNQT/web-dnqt/members\A049,satthepsata_H128.webp,.webp,4.93,Original
D:/DNQT/web-dnqt/members\A049,satthepsata_H128_w1024.webp,.webp,48.76,Transformed
D:/DNQT/web-dnqt/members\A050,2e92267439e8b7b6eef9.jpg,.jpg,12.2,Original
D:/DNQT/web-dnqt/members\A050,2e92267439e8b7b6eef9_w1024.webp,.webp,13.09,Transformed
D:/DNQT/web-dnqt/members\A050,2e92267439e8b7b6eef92.jpg,.jpg,3.35,Original
D:/DNQT/web-dnqt/members\A050,2e92267439e8b7b6eef92_w1024.webp,.webp,21.68,Transformed
D:/DNQT/web-dnqt/members\A050,A037_HOÀNG THỊ ÁNH TUYẾT.png,.png,877.16,Original
D:/DNQT/web-dnqt/members\A050,A037_HOÀNG THỊ ÁNH TUYẾT_w1024.webp,.webp,58.58,Transformed
D:/DNQT/web-dnqt/members\A050,LKN_7387 - Tuyet Hoang.jpeg,.jpeg,245.21,Original
D:/DNQT/web-dnqt/members\A050,LKN_7387 - Tuyet Hoang_w1024.webp,.webp,61.18,Transformed
D:/DNQT/web-dnqt/members\A050,LKN_7387_-_Tuyet_Hoang-removebg-preview.png,.png,194.95,Original
D:/DNQT/web-dnqt/members\A050,LKN_7387_-_Tuyet_Hoang-removebg-preview_w1024.webp,.webp,23.86,Transformed
D:/DNQT/web-dnqt/members\A051,A038_TRẦN ĐÌNH THÀNH.png,.png,1024.19,Original
D:/DNQT/web-dnqt/members\A051,A038_TRẦN ĐÌNH THÀNH_w1024.webp,.webp,142.41,Transformed
D:/DNQT/web-dnqt/members\A051,bac715a6-d012-4867-838b-ce49f5d88184.jpg,.jpg,191.24,Original
D:/DNQT/web-dnqt/members\A051,bac715a6-d012-4867-838b-ce49f5d88184_w1024.webp,.webp,53.84,Transformed
D:/DNQT/web-dnqt/members\A051,logo-cuoitrang-thientienphat-01 - Copy.png,.png,6.69,Original
D:/DNQT/web-dnqt/members\A051,logo-cuoitrang-thientienphat-01 - Copy_w1024.webp,.webp,14.7,Transformed
D:/DNQT/web-dnqt/members\A051,logo-cuoitrang-thientienphat-01.png,.png,5.5,Original
D:/DNQT/web-dnqt/members\A051,logo-cuoitrang-thientienphat-01_w1024.webp,.webp,46.33,Transformed
D:/DNQT/web-dnqt/members\A052,3c77319a-b315-4482-876f-5cc5adcb5b5c.jpg,.jpg,360.65,Original
D:/DNQT/web-dnqt/members\A052,3c77319a-b315-4482-876f-5cc5adcb5b5c_w1024.webp,.webp,198.97,Transformed
D:/DNQT/web-dnqt/members\A052,A040_TRẦN KHÁNH HUYỀN TRANG.png,.png,71.97,Original
D:/DNQT/web-dnqt/members\A052,A040_TRẦN KHÁNH HUYỀN TRANG_w1024.webp,.webp,52.95,Transformed
D:/DNQT/web-dnqt/members\A052,A040_TRẦN_KHÁNH_HUYỀN_TRANG-removebg-preview.png,.png,34.34,Original
D:/DNQT/web-dnqt/members\A052,A040_TRẦN_KHÁNH_HUYỀN_TRANG-removebg-preview_w1024.webp,.webp,17.82,Transformed
D:/DNQT/web-dnqt/members\A053,A041_Lê Thị Phương Nhi-1.png,.png,492.01,Original
D:/DNQT/web-dnqt/members\A053,A041_Lê Thị Phương Nhi-1_w1024.webp,.webp,65.82,Transformed
D:/DNQT/web-dnqt/members\A053,A041_Lê Thị Phương Nhi.png,.png,95.83,Original
D:/DNQT/web-dnqt/members\A053,A041_Lê Thị Phương Nhi_w1024.webp,.webp,39.62,Transformed
D:/DNQT/web-dnqt/members\A053,logo.png,.png,67.89,Original
D:/DNQT/web-dnqt/members\A053,logo_w1024.webp,.webp,19.84,Transformed
D:/DNQT/web-dnqt/members\A054,A042_NGUYỄN THÁI TRINH.png,.png,204.56,Original
D:/DNQT/web-dnqt/members\A054,A042_NGUYỄN THÁI TRINH_w1024.webp,.webp,38.99,Transformed
D:/DNQT/web-dnqt/members\A054,cropped-file-tach-nen-2-web-3 - Copy.png,.png,46.72,Original
D:/DNQT/web-dnqt/members\A054,cropped-file-tach-nen-2-web-3 - Copy_w1024.webp,.webp,12.0,Transformed
D:/DNQT/web-dnqt/members\A054,cropped-file-tach-nen-2-web-3.png,.png,145.22,Original
D:/DNQT/web-dnqt/members\A054,cropped-file-tach-nen-2-web-3_w1024.webp,.webp,26.09,Transformed
D:/DNQT/web-dnqt/members\A054,NGUYỄN THÁI TRINH.png,.png,81.53,Original
D:/DNQT/web-dnqt/members\A054,NGUYỄN THÁI TRINH_w1024.webp,.webp,30.59,Transformed
D:/DNQT/web-dnqt/members\A055,A043_TRƯƠNG MINH NHẬT.png,.png,78.71,Original
D:/DNQT/web-dnqt/members\A055,A043_TRƯƠNG MINH NHẬT_w1024.webp,.webp,33.03,Transformed
D:/DNQT/web-dnqt/members\A055,A043_TRƯƠNG_MINH_NHẬT-removebg-preview.png,.png,52.61,Original
D:/DNQT/web-dnqt/members\A055,A043_TRƯƠNG_MINH_NHẬT-removebg-preview_w1024.webp,.webp,20.5,Transformed
D:/DNQT/web-dnqt/members\A055,S365.png,.png,15.2,Original
D:/DNQT/web-dnqt/members\A055,S365_w1024.webp,.webp,41.04,Transformed
D:/DNQT/web-dnqt/members\A055,Screenshot 2026-03-18 161225.png,.png,18.7,Original
D:/DNQT/web-dnqt/members\A055,Screenshot 2026-03-18 161225_w1024.webp,.webp,9.2,Transformed
D:/DNQT/web-dnqt/members\A056,A044_DƯƠNG NHƯ THI.png,.png,75.08,Original
D:/DNQT/web-dnqt/members\A056,A044_DƯƠNG NHƯ THI_w1024.webp,.webp,30.63,Transformed
D:/DNQT/web-dnqt/members\A056,A044_DƯƠNG_NHƯ_THI-removebg-preview.png,.png,49.27,Original
D:/DNQT/web-dnqt/members\A056,A044_DƯƠNG_NHƯ_THI-removebg-preview_w1024.webp,.webp,18.29,Transformed
D:/DNQT/web-dnqt/members\A056,image-2-1735364506.png,.png,7.59,Original
D:/DNQT/web-dnqt/members\A056,image-2-1735364506_w1024.webp,.webp,15.62,Transformed
D:/DNQT/web-dnqt/members\A056,Screenshot 2026-03-18 163941.png,.png,17.02,Original
D:/DNQT/web-dnqt/members\A056,Screenshot 2026-03-18 163941_w1024.webp,.webp,14.71,Transformed
D:/DNQT/web-dnqt/members\A057,A046_NGUYỄN THANH MINH.png,.png,343.63,Original
D:/DNQT/web-dnqt/members\A057,A046_NGUYỄN THANH MINH_w1024.webp,.webp,65.25,Transformed
D:/DNQT/web-dnqt/members\A057,A046_NGUYỄN THÀNH VINH.png,.png,341.83,Original
D:/DNQT/web-dnqt/members\A057,A046_NGUYỄN THÀNH VINH_w1024.webp,.webp,45.45,Transformed
D:/DNQT/web-dnqt/members\A057,Screenshot 2026-03-18 165228.png,.png,33.06,Original
D:/DNQT/web-dnqt/members\A057,Screenshot 2026-03-18 165228_w1024.webp,.webp,17.19,Transformed
D:/DNQT/web-dnqt/members\A058,1.png,.png,192.42,Original
D:/DNQT/web-dnqt/members\A058,1_w1024.webp,.webp,28.6,Transformed
D:/DNQT/web-dnqt/members\A058,A048_NGUYỄN NGỌC LINH.png,.png,156.38,Original
D:/DNQT/web-dnqt/members\A058,A048_NGUYỄN NGỌC LINH_w1024.webp,.webp,33.49,Transformed
D:/DNQT/web-dnqt/members\A058,f7ce2f5b-922b-4da1-8c5f-249a97fc7a0f.jpg,.jpg,38.58,Original
D:/DNQT/web-dnqt/members\A058,f7ce2f5b-922b-4da1-8c5f-249a97fc7a0f_w1024.webp,.webp,43.99,Transformed
D:/DNQT/web-dnqt/members\A058,logo02-6709.png,.png,16.31,Original
D:/DNQT/web-dnqt/members\A058,logo02-6709_w1024.webp,.webp,69.49,Transformed
D:/DNQT/web-dnqt/members\A059,78ad4c64-a154-43e7-8a56-4c7c628032dc.jpg,.jpg,72.78,Original
D:/DNQT/web-dnqt/members\A059,78ad4c64-a154-43e7-8a56-4c7c628032dc_w1024.webp,.webp,41.85,Transformed
D:/DNQT/web-dnqt/members\A059,A049_LÊ THỊ PHƯỢNG.png,.png,580.9,Original
D:/DNQT/web-dnqt/members\A059,A049_LÊ THỊ PHƯỢNG_w1024.webp,.webp,45.5,Transformed
D:/DNQT/web-dnqt/members\A059,fec658a2-0e3f-4466-b6ea-bf284c79a942.jpg,.jpg,233.92,Original
D:/DNQT/web-dnqt/members\A059,fec658a2-0e3f-4466-b6ea-bf284c79a942_w1024.webp,.webp,112.92,Transformed
D:/DNQT/web-dnqt/members\A059,image_8.png,.png,370.0,Original
D:/DNQT/web-dnqt/members\A059,image_8_w1024.webp,.webp,75.35,Transformed
D:/DNQT/web-dnqt/members\A059,logo-Thien-Bao.png,.png,54.31,Original
D:/DNQT/web-dnqt/members\A059,logo-Thien-Bao_w1024.webp,.webp,70.74,Transformed
D:/DNQT/web-dnqt/members\A059,Screenshot 2026-03-18 155507.png,.png,56.57,Original
D:/DNQT/web-dnqt/members\A059,Screenshot 2026-03-18 155507_w1024.webp,.webp,23.24,Transformed
D:/DNQT/web-dnqt/members\A060,1641612647258.jpg,.jpg,8.37,Original
D:/DNQT/web-dnqt/members\A060,1641612647258_w1024.webp,.webp,24.86,Transformed
D:/DNQT/web-dnqt/members\A060,Screenshot 2026-03-18 184942.png,.png,7.72,Original
D:/DNQT/web-dnqt/members\A060,Screenshot 2026-03-18 184942_w1024.webp,.webp,15.34,Transformed
D:/DNQT/web-dnqt/members\A061,A051_PHẠM THỊ HỒNG.png,.png,662.61,Original
D:/DNQT/web-dnqt/members\A061,A051_PHẠM THỊ HỒNG_w1024.webp,.webp,62.9,Transformed
D:/DNQT/web-dnqt/members\A061,Hong.jpg,.jpg,90.96,Original
D:/DNQT/web-dnqt/members\A061,Hong_w1024.webp,.webp,46.83,Transformed
D:/DNQT/web-dnqt/members\A061,images.png,.png,3.09,Original
D:/DNQT/web-dnqt/members\A061,images_w1024.webp,.webp,17.89,Transformed
D:/DNQT/web-dnqt/members\A062,1.png,.png,213.84,Original
D:/DNQT/web-dnqt/members\A062,1_w1024.webp,.webp,34.33,Transformed
D:/DNQT/web-dnqt/members\A062,A052_NGUYỄN HỒNG TRƯỜNG.png,.png,773.56,Original
D:/DNQT/web-dnqt/members\A062,A052_NGUYỄN HỒNG TRƯỜNG_w1024.webp,.webp,156.54,Transformed
D:/DNQT/web-dnqt/members\A062,h_logo-3113.png,.png,74.04,Original
D:/DNQT/web-dnqt/members\A062,h_logo-3113_w1024.webp,.webp,32.97,Transformed
D:/DNQT/web-dnqt/members\A063,14792bb9-5d11-4498-a045-3cd51220e928.jpg,.jpg,15.07,Original
D:/DNQT/web-dnqt/members\A063,14792bb9-5d11-4498-a045-3cd51220e928_w1024.webp,.webp,27.81,Transformed
D:/DNQT/web-dnqt/members\A063,4f9ccb70-0177-478a-b7bf-54316d0d63e2-removebg-preview.png,.png,61.63,Original
D:/DNQT/web-dnqt/members\A063,4f9ccb70-0177-478a-b7bf-54316d0d63e2-removebg-preview_w1024.webp,.webp,22.61,Transformed
D:/DNQT/web-dnqt/members\A063,4f9ccb70-0177-478a-b7bf-54316d0d63e2.jpg,.jpg,41.11,Original
D:/DNQT/web-dnqt/members\A063,4f9ccb70-0177-478a-b7bf-54316d0d63e2_w1024.webp,.webp,76.31,Transformed
D:/DNQT/web-dnqt/members\A063,b7b69f59-3604-4ac3-9a66-76ea7e88ef49.jpg,.jpg,120.61,Original
D:/DNQT/web-dnqt/members\A063,b7b69f59-3604-4ac3-9a66-76ea7e88ef49_w1024.webp,.webp,35.02,Transformed
D:/DNQT/web-dnqt/members\A064,70599cbf-ee97-4dcd-b212-39957f51af93.jpg,.jpg,85.86,Original
D:/DNQT/web-dnqt/members\A064,70599cbf-ee97-4dcd-b212-39957f51af93_w1024.webp,.webp,33.35,Transformed
D:/DNQT/web-dnqt/members\A064,A055_NGUYỄN THỊ HOÀNG ANH.png,.png,760.99,Original
D:/DNQT/web-dnqt/members\A064,A055_NGUYỄN THỊ HOÀNG ANH_w1024.webp,.webp,120.47,Transformed
D:/DNQT/web-dnqt/members\A064,images.png,.png,19.89,Original
D:/DNQT/web-dnqt/members\A064,images_w1024.webp,.webp,23.05,Transformed
D:/DNQT/web-dnqt/members\A065,A056_NGUYỄN SỞ HÀM(1).png,.png,515.18,Original
D:/DNQT/web-dnqt/members\A065,A056_NGUYỄN SỞ HÀM(1)_w1024.webp,.webp,53.53,Transformed
D:/DNQT/web-dnqt/members\A065,A056_NGUYỄN SỞ HÀM.png,.png,507.71,Original
D:/DNQT/web-dnqt/members\A065,A056_NGUYỄN SỞ HÀM_w1024.webp,.webp,54.92,Transformed
D:/DNQT/web-dnqt/members\A066,66.png,.png,218.17,Original
D:/DNQT/web-dnqt/members\A066,66_w1024.webp,.webp,34.67,Transformed
D:/DNQT/web-dnqt/members\A066,A057_TRẦN HÀO.png,.png,60.84,Original
D:/DNQT/web-dnqt/members\A066,A057_TRẦN HÀO_w1024.webp,.webp,54.79,Transformed
D:/DNQT/web-dnqt/members\A066,images.jpg,.jpg,7.35,Original
D:/DNQT/web-dnqt/members\A066,images_w1024.webp,.webp,30.64,Transformed
D:/DNQT/web-dnqt/members\A067,931c8ce4-964b-483c-b3c3-41676fd951dd.jpg,.jpg,190.36,Original
D:/DNQT/web-dnqt/members\A067,931c8ce4-964b-483c-b3c3-41676fd951dd_w1024.webp,.webp,112.03,Transformed
D:/DNQT/web-dnqt/members\A067,A059_HOÀNG MINH ANH.png,.png,329.28,Original
D:/DNQT/web-dnqt/members\A067,A059_HOÀNG MINH ANH_w1024.webp,.webp,45.78,Transformed
D:/DNQT/web-dnqt/members\A067,d3b6962a-b810-4eae-a34d-edf1e7782d25.jpg,.jpg,242.08,Original
D:/DNQT/web-dnqt/members\A067,d3b6962a-b810-4eae-a34d-edf1e7782d25_w1024.webp,.webp,95.28,Transformed
D:/DNQT/web-dnqt/members\A067,Eximbank_logo_2012.webp,.webp,30.5,Original
D:/DNQT/web-dnqt/members\A067,Eximbank_logo_2012_w1024.webp,.webp,22.64,Transformed
D:/DNQT/web-dnqt/members\A067,eximbank_vietnam-logo_brandlogos.net_7zsbu.png,.png,26.89,Original
D:/DNQT/web-dnqt/members\A067,eximbank_vietnam-logo_brandlogos.net_7zsbu_w1024.webp,.webp,13.37,Transformed
D:/DNQT/web-dnqt/members\A067,LogoEximbank4.jpg,.jpg,33.48,Original
D:/DNQT/web-dnqt/members\A067,LogoEximbank4_w1024.webp,.webp,18.94,Transformed
D:/DNQT/web-dnqt/members\A067,Yg06k.jpg,.jpg,30.3,Original
D:/DNQT/web-dnqt/members\A067,Yg06k_w1024.webp,.webp,45.11,Transformed
D:/DNQT/web-dnqt/members\A068,image.jpg,.jpg,115.11,Original
D:/DNQT/web-dnqt/members\A068,image_w1024.webp,.webp,29.73,Transformed
D:/DNQT/web-dnqt/members\A068,logo-ngoc-thinh.webp,.webp,21.52,Original
D:/DNQT/web-dnqt/members\A068,logo-ngoc-thinh_w1024.webp,.webp,43.67,Transformed
D:/DNQT/web-dnqt/members\A069,3596bcd2-797c-41cd-bf64-f00a3a1eb561.jpg,.jpg,20.8,Original
D:/DNQT/web-dnqt/members\A069,3596bcd2-797c-41cd-bf64-f00a3a1eb561_w1024.webp,.webp,42.41,Transformed
D:/DNQT/web-dnqt/members\A069,A061_NGUYỄN NGỌC TUÂN.png,.png,31.13,Original
D:/DNQT/web-dnqt/members\A069,A061_NGUYỄN NGỌC TUÂN_w1024.webp,.webp,19.34,Transformed
D:/DNQT/web-dnqt/members\A070,A062_LÊ CHÍ TRUNG.png,.png,700.41,Original
D:/DNQT/web-dnqt/members\A070,A062_LÊ CHÍ TRUNG_w1024.webp,.webp,89.44,Transformed
D:/DNQT/web-dnqt/members\A070,dfb460c3-a60f-45de-8ecf-f9b440a27354.jpg,.jpg,152.8,Original
D:/DNQT/web-dnqt/members\A070,dfb460c3-a60f-45de-8ecf-f9b440a27354_w1024.webp,.webp,83.08,Transformed
D:/DNQT/web-dnqt/members\A070,Gemini_Generated_Image_17zevx17zevx17ze_W1024.webp,.webp,56.07,Original
D:/DNQT/web-dnqt/members\A070,Gemini_Generated_Image_17zevx17zevx17ze_W1024_w1024.webp,.webp,58.36,Transformed
D:/DNQT/web-dnqt/members\A070,Gemini_Generated_Image_qonkpfqonkpfqonk_W1024.webp,.webp,54.12,Original
D:/DNQT/web-dnqt/members\A070,Gemini_Generated_Image_qonkpfqonkpfqonk_W1024_w1024.webp,.webp,55.42,Transformed
D:/DNQT/web-dnqt/members\A070,tvp.jpg,.jpg,46.01,Original
D:/DNQT/web-dnqt/members\A070,tvp_w1024.webp,.webp,13.79,Transformed
D:/DNQT/web-dnqt/members\A071,A063_HỒ XUÂN HIỆP.png,.png,266.92,Original
D:/DNQT/web-dnqt/members\A071,A063_HỒ XUÂN HIỆP_w1024.webp,.webp,51.11,Transformed
D:/DNQT/web-dnqt/members\A071,bbdfbe80-12ec-44c0-b306-5729b43d39f5.jpg,.jpg,255.59,Original
D:/DNQT/web-dnqt/members\A071,bbdfbe80-12ec-44c0-b306-5729b43d39f5_w1024.webp,.webp,128.62,Transformed
D:/DNQT/web-dnqt/members\A071,Gemini_Generated_Image_b5u4m0b5u4m0b5u4_W1024.webp,.webp,64.79,Original
D:/DNQT/web-dnqt/members\A071,Gemini_Generated_Image_b5u4m0b5u4m0b5u4_W1024_w1024.webp,.webp,64.12,Transformed
D:/DNQT/web-dnqt/members\A071,logo-1749265779.png,.png,17.24,Original
D:/DNQT/web-dnqt/members\A071,logo-1749265779_w1024.webp,.webp,16.38,Transformed
D:/DNQT/web-dnqt/members\A071,logo-1749265779.png.webp,.webp,16.72,Original
D:/DNQT/web-dnqt/members\A071,logo-1749265779.png_w1024.webp,.webp,50.31,Transformed
D:/DNQT/web-dnqt/members\A072,1.jpg,.jpg,38.42,Original
D:/DNQT/web-dnqt/members\A072,1_w1024.webp,.webp,31.73,Transformed
D:/DNQT/web-dnqt/members\A072,Gemini_Generated_Image_biteo0biteo0bite_W1024.webp,.webp,45.08,Original
D:/DNQT/web-dnqt/members\A072,Gemini_Generated_Image_biteo0biteo0bite_W1024_w1024.webp,.webp,44.93,Transformed
D:/DNQT/web-dnqt/members\A072,logo.png,.png,8.45,Original
D:/DNQT/web-dnqt/members\A072,logo_w1024.webp,.webp,43.25,Transformed
D:/DNQT/web-dnqt/members\A073,480282260_611050961713302_409808744266562024_n.jpg,.jpg,6.15,Original
D:/DNQT/web-dnqt/members\A073,480282260_611050961713302_409808744266562024_n_w1024.webp,.webp,27.8,Transformed
D:/DNQT/web-dnqt/members\A073,A066_PHẠM THỊ PHƯƠNG LAN.png,.png,385.78,Original
D:/DNQT/web-dnqt/members\A073,A066_PHẠM THỊ PHƯƠNG LAN_w1024.webp,.webp,41.17,Transformed
D:/DNQT/web-dnqt/members\A073,Gemini_Generated_Image_enullienullienul_W1024.webp,.webp,40.39,Original
D:/DNQT/web-dnqt/members\A073,Gemini_Generated_Image_enullienullienul_W1024_w1024.webp,.webp,40.59,Transformed
D:/DNQT/web-dnqt/members\A073,Logo-lavener-2.png,.png,3.81,Original
D:/DNQT/web-dnqt/members\A073,Logo-lavener-2_w1024.webp,.webp,33.72,Transformed
D:/DNQT/web-dnqt/members\A074,A067_NGUYỄN HÀ NHI.png,.png,40.55,Original
D:/DNQT/web-dnqt/members\A074,A067_NGUYỄN HÀ NHI_w1024.webp,.webp,51.6,Transformed
D:/DNQT/web-dnqt/members\A074,Gemini_Generated_Image_a2vypza2vypza2vy_W1024.webp,.webp,66.61,Original
D:/DNQT/web-dnqt/members\A074,Gemini_Generated_Image_a2vypza2vypza2vy_W1024_w1024.webp,.webp,68.63,Transformed
D:/DNQT/web-dnqt/members\A074,logo-2024-png-1.png,.png,198.48,Original
D:/DNQT/web-dnqt/members\A074,logo-2024-png-1_w1024.webp,.webp,65.22,Transformed
D:/DNQT/web-dnqt/members\A075,A068_TRẦN LÊ QUỲNH DIỄM.png,.png,400.46,Original
D:/DNQT/web-dnqt/members\A075,A068_TRẦN LÊ QUỲNH DIỄM_w1024.webp,.webp,50.15,Transformed
D:/DNQT/web-dnqt/members\A075,Logo-cagaileo.png,.png,34.6,Original
D:/DNQT/web-dnqt/members\A075,Logo-cagaileo_w1024.webp,.webp,48.49,Transformed
D:/DNQT/web-dnqt/members\A076,3aed040b-ff18-4296-babe-d40565b926aa.jpg,.jpg,110.02,Original
D:/DNQT/web-dnqt/members\A076,3aed040b-ff18-4296-babe-d40565b926aa_w1024.webp,.webp,57.16,Transformed
D:/DNQT/web-dnqt/members\A076,thiet-ke-chua-co-ten-3511.png,.png,17.57,Original
D:/DNQT/web-dnqt/members\A076,thiet-ke-chua-co-ten-3511_w1024.webp,.webp,19.62,Transformed
D:/DNQT/web-dnqt/members\A077,6d2d5624-3fae-43ff-b989-c961bd340dbe.jpg,.jpg,128.01,Original
D:/DNQT/web-dnqt/members\A077,6d2d5624-3fae-43ff-b989-c961bd340dbe_w1024.webp,.webp,60.15,Transformed
D:/DNQT/web-dnqt/members\A077,719a5b79-cb70-4f01-b87f-3f99ca8cd6e7.jpg,.jpg,271.73,Original
D:/DNQT/web-dnqt/members\A077,719a5b79-cb70-4f01-b87f-3f99ca8cd6e7_w1024.webp,.webp,103.11,Transformed
D:/DNQT/web-dnqt/members\A077,91QRXCO5J4L.jpg,.jpg,652.79,Original
D:/DNQT/web-dnqt/members\A077,91QRXCO5J4L_w1024.webp,.webp,53.38,Transformed
D:/DNQT/web-dnqt/members\A077,91QRXCO5J4L_W1024.webp,.webp,53.38,Original
D:/DNQT/web-dnqt/members\A077,91QRXCO5J4L_W1024_w1024.webp,.webp,50.52,Transformed
D:/DNQT/web-dnqt/members\A077,A070_NGUYỄN HỮU CỨ.png,.png,390.52,Original
D:/DNQT/web-dnqt/members\A077,A070_NGUYỄN HỮU CỨ_w1024.webp,.webp,47.01,Transformed
D:/DNQT/web-dnqt/members\A077,Gemini_Generated_Image_6dq2156dq2156dq2 (1) - Phuoc Ly.png,.png,1294.66,Original
D:/DNQT/web-dnqt/members\A077,Gemini_Generated_Image_6dq2156dq2156dq2 (1) - Phuoc Ly_w1024.webp,.webp,51.67,Transformed
D:/DNQT/web-dnqt/members\A078,2563526720181978198.jpg,.jpg,168.96,Original
D:/DNQT/web-dnqt/members\A078,2563526720181978198_w1024.webp,.webp,47.3,Transformed
D:/DNQT/web-dnqt/members\A078,e306baf5-29cf-4fb5-841a-72cd1d131b66.jpg,.jpg,20.32,Original
D:/DNQT/web-dnqt/members\A078,e306baf5-29cf-4fb5-841a-72cd1d131b66_w1024.webp,.webp,17.36,Transformed
D:/DNQT/web-dnqt/members\A078,fb.jpg,.jpg,117.76,Original
D:/DNQT/web-dnqt/members\A078,fb_w1024.webp,.webp,62.14,Transformed
D:/DNQT/web-dnqt/members\A078,nUsgl.jpg,.jpg,74.03,Original
D:/DNQT/web-dnqt/members\A078,nUsgl_w1024.webp,.webp,33.44,Transformed
D:/DNQT/web-dnqt/members\A078,oSs3P.jpg,.jpg,81.51,Original
D:/DNQT/web-dnqt/members\A078,oSs3P_w1024.webp,.webp,33.71,Transformed
D:/DNQT/web-dnqt/members\A079,A075_HOÀNG KIM NHẬT.png,.png,763.84,Original
D:/DNQT/web-dnqt/members\A079,A075_HOÀNG KIM NHẬT_w1024.webp,.webp,96.19,Transformed
D:/DNQT/web-dnqt/members\A079,logo (1).png,.png,63.67,Original
D:/DNQT/web-dnqt/members\A079,logo (1)_w1024.webp,.webp,16.54,Transformed
D:/DNQT/web-dnqt/members\A079,logo (1).webp,.webp,6.61,Original
D:/DNQT/web-dnqt/members\A079,logo (1)_w1024.webp,.webp,20.65,Transformed
